customerid;personid;storeid;territoryid
25585;18008;NULL;10
25586;16153;NULL;7
25587;16964;NULL;8
25588;16905;NULL;7
25589;3461;NULL;8
25590;17465;NULL;8
25591;3983;NULL;8
25592;15177;NULL;10
25593;14586;NULL;7
25594;7294;NULL;7
25595;18414;NULL;8
25596;6182;NULL;8
25597;17346;NULL;8
25598;15129;NULL;10
25599;5509;NULL;10
25600;20273;NULL;7
25601;19593;NULL;8
25602;8019;NULL;8
25603;12189;NULL;10
25604;16731;NULL;10
25605;17777;NULL;10
25606;10609;NULL;7
25607;8534;NULL;7
25608;17687;NULL;10
25609;7037;NULL;10
25610;17547;NULL;8
25611;9767;NULL;10
25612;14642;NULL;10
25613;19266;NULL;7
25614;9754;NULL;7
25615;11520;NULL;10
25616;18406;NULL;10
25617;5207;NULL;7
25618;14895;NULL;8
25619;12895;NULL;7
25620;12492;NULL;6
25621;6908;NULL;6
25622;10094;NULL;1
25623;9885;NULL;1
25624;10162;NULL;1
25625;17385;NULL;8
25626;6225;NULL;10
25627;11074;NULL;10
25628;5605;NULL;10
25629;14594;NULL;8
25630;5783;NULL;7
25631;19938;NULL;10
25632;14401;NULL;10
25633;19981;NULL;8
25634;3437;NULL;7
25635;11993;NULL;8
25636;4233;NULL;10
25637;6391;NULL;10
25638;5303;NULL;7
25639;16855;NULL;7
25640;17804;NULL;8
25641;17836;NULL;10
25642;12452;NULL;10
25643;7815;NULL;7
25644;18901;NULL;7
25645;4187;NULL;8
25646;14973;NULL;10
25647;10424;NULL;10
25648;9035;NULL;7
25649;9260;NULL;7
25650;15308;NULL;8
25651;4965;NULL;8
25652;15506;NULL;7
25653;17323;NULL;8
25654;7528;NULL;7
25655;7596;NULL;10
25656;15390;NULL;10
25657;7449;NULL;10
25658;15600;NULL;8
25659;14409;NULL;10
25660;2381;NULL;7
25661;15923;NULL;7
25662;16042;NULL;7
25663;14201;NULL;7
25664;13568;NULL;8
25665;13897;NULL;7
25666;14566;NULL;7
25667;12937;NULL;8
25668;9965;NULL;10
25669;18635;NULL;10
25670;7923;NULL;7
25671;19502;NULL;8
25672;18448;NULL;7
25673;16048;NULL;7
25674;7759;NULL;8
25675;11068;NULL;10
25676;10175;NULL;10
25677;18994;NULL;7
25678;2476;NULL;8
25679;10618;NULL;7
25680;15934;NULL;8
25681;14079;NULL;8
25682;6206;NULL;10
25683;9669;NULL;7
25684;8040;NULL;8
25685;11544;NULL;8
25686;17263;NULL;10
25687;9205;NULL;10
25688;15312;NULL;7
25689;9763;NULL;10
25690;6724;NULL;10
25691;17156;NULL;8
25692;2706;NULL;10
25693;18857;NULL;7
25694;12228;NULL;7
25695;6319;NULL;7
25696;11968;NULL;7
25697;4089;NULL;7
25698;8801;NULL;7
25699;14210;NULL;10
25700;7813;NULL;7
25701;16707;NULL;10
25702;3122;NULL;8
25703;3043;NULL;10
25704;15126;NULL;9
25705;7921;NULL;9
25706;16696;NULL;9
25707;13102;NULL;9
25708;16465;NULL;9
25709;10663;NULL;9
25710;18665;NULL;9
25711;16796;NULL;9
25712;18023;NULL;9
25713;6148;NULL;9
25714;10231;NULL;9
25715;10386;NULL;9
25716;13161;NULL;9
25717;6485;NULL;9
25718;8093;NULL;9
25719;6288;NULL;8
25720;20139;NULL;8
25721;20554;NULL;10
25722;16474;NULL;7
25723;4614;NULL;7
25724;10395;NULL;8
25725;20334;NULL;8
25726;9317;NULL;10
25727;6193;NULL;10
25728;19240;NULL;10
25729;10365;NULL;8
25730;7524;NULL;8
25731;12307;NULL;10
25732;14002;NULL;10
25733;13993;NULL;7
25734;4727;NULL;8
25735;5008;NULL;8
25736;9546;NULL;8
25737;10825;NULL;8
25738;6343;NULL;8
25739;19356;NULL;10
25740;15955;NULL;7
25741;10371;NULL;10
25742;11875;NULL;8
25743;4367;NULL;7
25744;5867;NULL;8
25745;3386;NULL;8
25746;19814;NULL;10
25747;11007;NULL;10
25748;12727;NULL;10
25749;7783;NULL;7
25750;2537;NULL;10
25751;15048;NULL;8
25752;11348;NULL;7
25753;16602;NULL;10
25754;9167;NULL;8
25755;18045;NULL;10
25756;19611;NULL;8
25757;18046;NULL;10
25758;18527;NULL;8
25759;7969;NULL;7
25760;2753;NULL;10
25761;1754;NULL;10
25762;7384;NULL;8
25763;12269;NULL;1
25764;7598;NULL;1
25765;2713;NULL;1
25766;7972;NULL;1
25767;10105;NULL;1
25768;6780;NULL;8
25769;10790;NULL;8
25770;6585;NULL;7
25771;8889;NULL;8
25772;4123;NULL;8
25773;5198;NULL;8
25774;20465;NULL;10
25775;10035;NULL;10
25776;7307;NULL;10
25777;3129;NULL;7
25778;18411;NULL;10
25779;11212;NULL;8
25780;17827;NULL;8
25781;12527;NULL;10
25782;11064;NULL;10
25783;12702;NULL;10
25784;13859;NULL;10
25785;15705;NULL;10
25786;6185;NULL;7
25787;14420;NULL;7
25788;16595;NULL;8
25789;9981;NULL;7
25790;6297;NULL;7
25791;13980;NULL;7
25792;20209;NULL;8
25793;7256;NULL;8
25794;20571;NULL;8
25795;10091;NULL;8
25796;2819;NULL;10
25797;2695;NULL;7
25798;6753;NULL;10
25799;8392;NULL;10
25800;8701;NULL;10
25801;13512;NULL;10
25802;12613;NULL;8
25803;2583;NULL;8
25804;19290;NULL;10
25805;16728;NULL;10
25806;20545;NULL;7
25807;3243;NULL;7
25808;6268;NULL;7
25809;18977;NULL;9
25810;15671;NULL;9
25811;4113;NULL;9
25812;4651;NULL;9
25813;17052;NULL;9
25814;17386;NULL;9
25815;6357;NULL;9
25816;15205;NULL;9
25817;16136;NULL;9
25818;16664;NULL;9
25819;14932;NULL;9
25820;15634;NULL;9
25821;17375;NULL;9
25822;7002;NULL;9
25823;9436;NULL;9
25824;17237;NULL;9
25825;7445;NULL;9
25826;14071;NULL;9
25827;3524;NULL;9
25828;20122;NULL;9
25829;3320;NULL;9
25830;13109;NULL;9
25831;14344;NULL;9
25832;20369;NULL;9
25833;14160;NULL;1
25834;4536;NULL;4
25835;20090;NULL;4
25836;9445;NULL;4
25837;15496;NULL;4
25838;9135;NULL;4
25839;5595;NULL;4
25840;3508;NULL;4
25841;20677;NULL;4
25842;14137;NULL;4
25843;15862;NULL;1
25844;7380;NULL;4
25845;16199;NULL;6
25846;8879;NULL;1
25847;11482;NULL;1
25848;17747;NULL;4
25849;8959;NULL;4
25850;15266;NULL;6
25851;13973;NULL;1
25852;3024;NULL;1
25853;9379;NULL;1
25854;5170;NULL;4
25855;6982;NULL;1
25856;6745;NULL;4
25857;12801;NULL;1
25858;8101;NULL;1
25859;8161;NULL;1
25860;17872;NULL;4
25861;14663;NULL;4
25862;15027;NULL;4
25863;10553;NULL;1
25864;12070;NULL;6
25865;12880;NULL;1
25866;12869;NULL;1
25867;16445;NULL;4
25868;12116;NULL;4
25869;4285;NULL;1
25870;13656;NULL;1
25871;16338;NULL;1
25872;8118;NULL;1
25873;14224;NULL;6
25874;12121;NULL;1
25875;7216;NULL;6
25876;17004;NULL;1
25877;20171;NULL;1
25878;19269;NULL;4
25879;20175;NULL;4
25880;4826;NULL;4
25881;11105;NULL;4
25882;3741;NULL;4
25883;16419;NULL;6
25884;15619;NULL;6
25885;3203;NULL;6
25886;19693;NULL;1
25887;15776;NULL;1
25888;9326;NULL;1
25889;7754;NULL;4
25890;11571;NULL;4
25891;18427;NULL;4
25892;3100;NULL;6
25893;7120;NULL;1
25894;6543;NULL;4
25895;14705;NULL;1
25896;7061;NULL;1
25897;8862;NULL;4
25898;17579;NULL;1
25899;9064;NULL;4
25900;3406;NULL;1
25901;4793;NULL;4
25902;6331;NULL;1
25903;11649;NULL;1
25904;4769;NULL;1
25905;5970;NULL;4
25906;20762;NULL;9
25907;12098;NULL;9
25908;7335;NULL;4
25909;14008;NULL;4
25910;11259;NULL;4
25911;2793;NULL;6
25912;13619;NULL;9
25913;16007;NULL;9
25914;13969;NULL;1
25915;7797;NULL;1
25916;17519;NULL;4
25917;5743;NULL;4
25918;4526;NULL;9
25919;17831;NULL;9
25920;18844;NULL;9
25921;13495;NULL;9
25922;18974;NULL;9
25923;15587;NULL;9
25924;12298;NULL;4
25925;19205;NULL;6
25926;18435;NULL;9
25927;2678;NULL;9
25928;16807;NULL;9
25929;2786;NULL;1
25930;17945;NULL;1
25931;6545;NULL;1
25932;4635;NULL;1
25933;15228;NULL;4
25934;17124;NULL;4
25935;20531;NULL;9
25936;9823;NULL;9
25937;13591;NULL;9
25938;6905;NULL;9
25939;13380;NULL;9
25940;11841;NULL;9
25941;16174;NULL;9
25942;19227;NULL;4
25943;19256;NULL;4
25944;20148;NULL;9
25945;18020;NULL;9
25946;1755;NULL;9
25947;17790;NULL;9
25948;19863;NULL;9
25949;3044;NULL;9
25950;5779;NULL;1
25951;18619;NULL;4
25952;12471;NULL;4
25953;6053;NULL;4
25954;16393;NULL;4
25955;11606;NULL;4
25956;14571;NULL;1
25957;3128;NULL;4
25958;2836;NULL;9
25959;10861;NULL;4
25960;13369;NULL;9
25961;17025;NULL;9
25962;6863;NULL;1
25963;15332;NULL;1
25964;18666;NULL;1
25965;9576;NULL;4
25966;14054;NULL;4
25967;12017;NULL;4
25968;6706;NULL;1
25969;15557;NULL;4
25970;3171;NULL;1
25971;10410;NULL;6
25972;7226;NULL;1
25973;8106;NULL;1
25974;6137;NULL;4
25975;9692;NULL;1
25976;6036;NULL;4
25977;10648;NULL;4
25978;10043;NULL;4
25979;4138;NULL;1
25980;11033;NULL;1
25981;14829;NULL;6
25982;9666;NULL;1
25983;5204;NULL;1
25984;10548;NULL;4
25985;18066;NULL;4
25986;7490;NULL;1
25987;6078;NULL;4
25988;19236;NULL;1
25989;13487;NULL;6
25990;9803;NULL;1
25991;7725;NULL;6
25992;3123;NULL;6
25993;15243;NULL;1
25994;4540;NULL;1
25995;16106;NULL;6
25996;8826;NULL;4
25997;10554;NULL;4
25998;14615;NULL;1
25999;18793;NULL;6
26000;16504;NULL;4
26001;18457;NULL;1
26002;17878;NULL;1
26003;16251;NULL;4
26004;12195;NULL;4
26005;11931;NULL;1
26006;14433;NULL;1
26007;14942;NULL;4
26008;20535;NULL;4
26009;5450;NULL;4
26010;9710;NULL;1
26011;5802;NULL;4
26012;15005;NULL;4
26013;11808;NULL;6
26014;19321;NULL;4
26015;5873;NULL;4
26016;3880;NULL;4
26017;19108;NULL;4
26018;18568;NULL;1
26019;17559;NULL;9
26020;3784;NULL;9
26021;18799;NULL;9
26022;2456;NULL;9
26023;20754;NULL;9
26024;15096;NULL;9
26025;5787;NULL;9
26026;7312;NULL;9
26027;8390;NULL;9
26028;18860;NULL;9
26029;11171;NULL;9
26030;9854;NULL;9
26031;16337;NULL;9
26032;18509;NULL;9
26033;14769;NULL;9
26034;4975;NULL;9
26035;20165;NULL;9
26036;10561;NULL;9
26037;19286;NULL;10
26038;19974;NULL;8
26039;17226;NULL;1
26040;7452;NULL;6
26041;16487;NULL;1
26042;13721;NULL;4
26043;4721;NULL;1
26044;13298;NULL;4
26045;5994;NULL;1
26046;16552;NULL;4
26047;12454;NULL;1
26048;9399;NULL;4
26049;18162;NULL;6
26050;6666;NULL;1
26051;18762;NULL;6
26052;9957;NULL;1
26053;18234;NULL;1
26054;18549;NULL;1
26055;6507;NULL;1
26056;17431;NULL;4
26057;3770;NULL;4
26058;9487;NULL;4
26059;18885;NULL;4
26060;15682;NULL;4
26061;5603;NULL;4
26062;20358;NULL;1
26063;18106;NULL;1
26064;16708;NULL;1
26065;20300;NULL;4
26066;11927;NULL;4
26067;8692;NULL;4
26068;6962;NULL;1
26069;3526;NULL;6
26070;5897;NULL;4
26071;7179;NULL;4
26072;12042;NULL;4
26073;10253;NULL;6
26074;15422;NULL;6
26075;12119;NULL;1
26076;7542;NULL;6
26077;15795;NULL;6
26078;6634;NULL;1
26079;18012;NULL;1
26080;9540;NULL;1
26081;3729;NULL;1
26082;17964;NULL;4
26083;11521;NULL;4
26084;5640;NULL;4
26085;13876;NULL;6
26086;14778;NULL;1
26087;12556;NULL;1
26088;6493;NULL;1
26089;17246;NULL;4
26090;14517;NULL;4
26091;20280;NULL;4
26092;14969;NULL;1
26093;19978;NULL;4
26094;12636;NULL;4
26095;7994;NULL;6
26096;17011;NULL;4
26097;6154;NULL;4
26098;18634;NULL;4
26099;8746;NULL;6
26100;12514;NULL;6
26101;20162;NULL;1
26102;7433;NULL;1
26103;5219;NULL;1
26104;15733;NULL;1
26105;20740;NULL;4
26106;17117;NULL;4
26107;12009;NULL;4
26108;18512;NULL;4
26109;4482;NULL;4
26110;6375;NULL;1
26111;12620;NULL;4
26112;5641;NULL;1
26113;8913;NULL;6
26114;14402;NULL;4
26115;10030;NULL;6
26116;12434;NULL;1
26117;17141;NULL;4
26118;12590;NULL;4
26119;8239;NULL;4
26120;4101;NULL;4
26121;9891;NULL;4
26122;19063;NULL;4
26123;10137;NULL;4
26124;8398;NULL;4
26125;9567;NULL;1
26126;2767;NULL;4
26127;17243;NULL;1
26128;16071;NULL;4
26129;4724;NULL;9
26130;5564;NULL;9
26131;14466;NULL;9
26132;8650;NULL;9
26133;17536;NULL;9
26134;8601;NULL;9
26135;2486;NULL;9
26136;10401;NULL;9
26137;18801;NULL;9
26138;16398;NULL;9
26139;20266;NULL;9
26140;12998;NULL;9
26141;18314;NULL;9
26142;14585;NULL;9
26143;8974;NULL;9
26144;6845;NULL;9
26145;9153;NULL;9
26146;2386;NULL;9
26147;8188;NULL;9
26148;18743;NULL;9
26149;16306;NULL;9
26150;15469;NULL;9
26151;17602;NULL;9
26152;7071;NULL;9
26153;9406;NULL;9
26154;19329;NULL;9
26155;20324;NULL;9
26156;2548;NULL;9
26157;9382;NULL;9
26158;2421;NULL;9
26159;7611;NULL;9
26160;5205;NULL;9
26161;9145;NULL;9
26162;3326;NULL;9
26163;5947;NULL;9
26164;14234;NULL;9
26165;2814;NULL;9
26166;19493;NULL;9
26167;12925;NULL;9
26168;4763;NULL;1
26169;10723;NULL;4
26170;13509;NULL;4
26171;14943;NULL;4
26172;10452;NULL;4
26173;8911;NULL;6
26174;16747;NULL;1
26175;6207;NULL;1
26176;5411;NULL;6
26177;19984;NULL;6
26178;7770;NULL;1
26179;3299;NULL;9
26180;6415;NULL;6
26181;13913;NULL;1
26182;17566;NULL;9
26183;15849;NULL;4
26184;13091;NULL;1
26185;10245;NULL;6
26186;13988;NULL;9
26187;14725;NULL;9
26188;8292;NULL;9
26189;11726;NULL;9
26190;10894;NULL;9
26191;13522;NULL;9
26192;16576;NULL;9
26193;15691;NULL;4
26194;4070;NULL;4
26195;20130;NULL;4
26196;13311;NULL;4
26197;4650;NULL;1
26198;11533;NULL;4
26199;18840;NULL;4
26200;4750;NULL;6
26201;14107;NULL;4
26202;3436;NULL;6
26203;11475;NULL;4
26204;11359;NULL;9
26205;6994;NULL;10
26206;4126;NULL;10
26207;20117;NULL;10
26208;8549;NULL;10
26209;8498;NULL;8
26210;14631;NULL;10
26211;8572;NULL;10
26212;3058;NULL;8
26213;9293;NULL;7
26214;11415;NULL;10
26215;9283;NULL;10
26216;9648;NULL;10
26217;11721;NULL;10
26218;3735;NULL;10
26219;3017;NULL;10
26220;17695;NULL;10
26221;10475;NULL;8
26222;9944;NULL;10
26223;8227;NULL;8
26224;15986;NULL;7
26225;7821;NULL;7
26226;8413;NULL;8
26227;11058;NULL;8
26228;9976;NULL;8
26229;4841;NULL;8
26230;18767;NULL;8
26231;9078;NULL;7
26232;10308;NULL;10
26233;8743;NULL;8
26234;13201;NULL;4
26235;7869;NULL;6
26236;9271;NULL;1
26237;11317;NULL;4
26238;20420;NULL;4
26239;9583;NULL;1
26240;9314;NULL;1
26241;6393;NULL;4
26242;11244;NULL;6
26243;3892;NULL;1
26244;5150;NULL;1
26245;15116;NULL;4
26246;8761;NULL;4
26247;9610;NULL;4
26248;17441;NULL;1
26249;5684;NULL;1
26250;13569;NULL;1
26251;3265;NULL;4
26252;11193;NULL;4
26253;4495;NULL;1
26254;13956;NULL;1
26255;6315;NULL;1
26256;20129;NULL;1
26257;14707;NULL;4
26258;7147;NULL;1
26259;6063;NULL;1
26260;18000;NULL;1
26261;7870;NULL;1
26262;12294;NULL;1
26263;9383;NULL;1
26264;5376;NULL;4
26265;7446;NULL;1
26266;18013;NULL;1
26267;18843;NULL;4
26268;14483;NULL;4
26269;11582;NULL;6
26270;3158;NULL;6
26271;10356;NULL;4
26272;7553;NULL;1
26273;18927;NULL;1
26274;20495;NULL;1
26275;4061;NULL;1
26276;2632;NULL;1
26277;7747;NULL;1
26278;13538;NULL;1
26279;9525;NULL;6
26280;5330;NULL;4
26281;13899;NULL;4
26282;5211;NULL;1
26283;13534;NULL;4
26284;14293;NULL;1
26285;12740;NULL;1
26286;16131;NULL;4
26287;16208;NULL;1
26288;2825;NULL;4
26289;6007;NULL;4
26290;6124;NULL;4
26291;4179;NULL;4
26292;1756;NULL;1
26293;19168;NULL;1
26294;18867;NULL;6
26295;3315;NULL;1
26296;19664;NULL;1
26297;4025;NULL;1
26298;19821;NULL;1
26299;13585;NULL;1
26300;6055;NULL;4
26301;17521;NULL;4
26302;17615;NULL;4
26303;4324;NULL;4
26304;11611;NULL;1
26305;20341;NULL;1
26306;5749;NULL;4
26307;18268;NULL;4
26308;7962;NULL;1
26309;13334;NULL;4
26310;11145;NULL;6
26311;15388;NULL;1
26312;12656;NULL;1
26313;13471;NULL;4
26314;15067;NULL;4
26315;3565;NULL;4
26316;3121;NULL;6
26317;10556;NULL;1
26318;15560;NULL;6
26319;18521;NULL;4
26320;19282;NULL;4
26321;14979;NULL;6
26322;6633;NULL;1
26323;20350;NULL;1
26324;7953;NULL;1
26325;18593;NULL;1
26326;12838;NULL;4
26327;5228;NULL;4
26328;4241;NULL;4
26329;7160;NULL;4
26330;13856;NULL;1
26331;8126;NULL;1
26332;16509;NULL;1
26333;7634;NULL;1
26334;11821;NULL;4
26335;20546;NULL;4
26336;17294;NULL;4
26337;10380;NULL;1
26338;3662;NULL;4
26339;20268;NULL;1
26340;9034;NULL;1
26341;11762;NULL;1
26342;13762;NULL;4
26343;8095;NULL;1
26344;2737;NULL;4
26345;16217;NULL;4
26346;7946;NULL;4
26347;5345;NULL;1
26348;17744;NULL;6
26349;16583;NULL;1
26350;10502;NULL;6
26351;11858;NULL;4
26352;19749;NULL;8
26353;19576;NULL;8
26354;19382;NULL;8
26355;10174;NULL;7
26356;14841;NULL;10
26357;7843;NULL;7
26358;16303;NULL;8
26359;20208;NULL;10
26360;2705;NULL;10
26361;9715;NULL;10
26362;14124;NULL;8
26363;18422;NULL;8
26364;10108;NULL;10
26365;20174;NULL;7
26366;15897;NULL;8
26367;12750;NULL;7
26368;4384;NULL;7
26369;4619;NULL;7
26370;3287;NULL;8
26371;19635;NULL;7
26372;10121;NULL;10
26373;9146;NULL;6
26374;20298;NULL;9
26375;20297;NULL;9
26376;18377;NULL;4
26377;7525;NULL;6
26378;13502;NULL;8
26379;7339;NULL;10
26380;16995;NULL;7
26381;20067;NULL;8
26382;5306;NULL;8
26383;5597;NULL;7
26384;13556;NULL;7
26385;13629;NULL;8
26386;12069;NULL;10
26387;4517;NULL;10
26388;9121;NULL;7
26389;17801;NULL;7
26390;8191;NULL;10
26391;7479;NULL;7
26392;12134;NULL;8
26393;20042;NULL;8
26394;4918;NULL;7
26395;6110;NULL;8
26396;17253;NULL;8
26397;14583;NULL;10
26398;14099;NULL;10
26399;3002;NULL;8
26400;8384;NULL;10
26401;2746;NULL;10
26402;2439;NULL;7
26403;19197;NULL;8
26404;4730;NULL;10
26405;17499;NULL;7
26406;10635;NULL;7
26407;12414;NULL;10
26408;4898;NULL;10
26409;11422;NULL;10
26410;8530;NULL;7
26411;16795;NULL;10
26412;4610;NULL;7
26413;9900;NULL;7
26414;20186;NULL;8
26415;16382;NULL;8
26416;20715;NULL;10
26417;2572;NULL;10
26418;12879;NULL;7
26419;8265;NULL;8
26420;15996;NULL;8
26421;8178;NULL;9
26422;11634;NULL;9
26423;14720;NULL;9
26424;11966;NULL;9
26425;18263;NULL;9
26426;15249;NULL;9
26427;19772;NULL;9
26428;13457;NULL;9
26429;6596;NULL;9
26430;15283;NULL;9
26431;17111;NULL;9
26432;7485;NULL;9
26433;19468;NULL;9
26434;7162;NULL;9
26435;3654;NULL;9
26436;13759;NULL;9
26437;2672;NULL;9
26438;11994;NULL;9
26439;15304;NULL;9
26440;4969;NULL;9
26441;18158;NULL;9
26442;11546;NULL;9
26443;19900;NULL;9
26444;15565;NULL;9
26445;12923;NULL;9
26446;14650;NULL;9
26447;6115;NULL;9
26448;16551;NULL;1
26449;14498;NULL;6
26450;3717;NULL;1
26451;8086;NULL;1
26452;17636;NULL;4
26453;14430;NULL;1
26454;14794;NULL;1
26455;16390;NULL;1
26456;14453;NULL;6
26457;10760;NULL;1
26458;17992;NULL;4
26459;7169;NULL;1
26460;9169;NULL;1
26461;8577;NULL;6
26462;19017;NULL;1
26463;9058;NULL;1
26464;7639;NULL;1
26465;9319;NULL;4
26466;16026;NULL;1
26467;19936;NULL;4
26468;11525;NULL;4
26469;13963;NULL;4
26470;14679;NULL;4
26471;3740;NULL;4
26472;6664;NULL;4
26473;3657;NULL;1
26474;8987;NULL;6
26475;10384;NULL;4
26476;5181;NULL;4
26477;20082;NULL;4
26478;9425;NULL;4
26479;2922;NULL;4
26480;7746;NULL;4
26481;16937;NULL;4
26482;10681;NULL;6
26483;3561;NULL;4
26484;13114;NULL;4
26485;5405;NULL;1
26486;9178;NULL;4
26487;17966;NULL;1
26488;11069;NULL;6
26489;15772;NULL;4
26490;13214;NULL;4
26491;8985;NULL;1
26492;18018;NULL;4
26493;14462;NULL;1
26494;18999;NULL;4
26495;10374;NULL;6
26496;6846;NULL;6
26497;20550;NULL;1
26498;6521;NULL;1
26499;14995;NULL;4
26500;15728;NULL;4
26501;9821;NULL;4
26502;12133;NULL;4
26503;14387;NULL;6
26504;11104;NULL;6
26505;10540;NULL;6
26506;3270;NULL;1
26507;12047;NULL;1
26508;13819;NULL;1
26509;4309;NULL;1
26510;16740;NULL;4
26511;4857;NULL;4
26512;8967;NULL;6
26513;18610;NULL;1
26514;6295;NULL;4
26515;7860;NULL;4
26516;19852;NULL;4
26517;7594;NULL;4
26518;4639;NULL;4
26519;19238;NULL;4
26520;20264;NULL;1
26521;17815;NULL;1
26522;17770;NULL;1
26523;16322;NULL;4
26524;18379;NULL;4
26525;15064;NULL;4
26526;13593;NULL;4
26527;12813;NULL;6
26528;17708;NULL;1
26529;11389;NULL;6
26530;8715;NULL;1
26531;15470;NULL;4
26532;7646;NULL;4
26533;4436;NULL;6
26534;3830;NULL;4
26535;7547;NULL;1
26536;10820;NULL;4
26537;3815;NULL;1
26538;4671;NULL;4
26539;7845;NULL;4
26540;9499;NULL;4
26541;12769;NULL;4
26542;14661;NULL;1
26543;17776;NULL;9
26544;8342;NULL;1
26545;3583;NULL;4
26546;13540;NULL;4
26547;11628;NULL;9
26548;19169;NULL;9
26549;14681;NULL;9
26550;15297;NULL;1
26551;17100;NULL;1
26552;9579;NULL;1
26553;12713;NULL;1
26554;18744;NULL;4
26555;13511;NULL;4
26556;14687;NULL;1
26557;9229;NULL;4
26558;19592;NULL;9
26559;10948;NULL;9
26560;20648;NULL;9
26561;12304;NULL;9
26562;4236;NULL;9
26563;20485;NULL;9
26564;7582;NULL;9
26565;16496;NULL;9
26566;20743;NULL;9
26567;8425;NULL;9
26568;15451;NULL;9
26569;9518;NULL;9
26570;6060;NULL;9
26571;11296;NULL;9
26572;3531;NULL;6
26573;12397;NULL;1
26574;17569;NULL;4
26575;3366;NULL;4
26576;11148;NULL;4
26577;9321;NULL;4
26578;3997;NULL;4
26579;6070;NULL;4
26580;8336;NULL;1
26581;8091;NULL;1
26582;3847;NULL;6
26583;6355;NULL;4
26584;6726;NULL;1
26585;12493;NULL;9
26586;10327;NULL;1
26587;16811;NULL;9
26588;2565;NULL;9
26589;19943;NULL;9
26590;18320;NULL;9
26591;5791;NULL;9
26592;15380;NULL;9
26593;5068;NULL;4
26594;7851;NULL;4
26595;20127;NULL;1
26596;13230;NULL;4
26597;12349;NULL;1
26598;4891;NULL;1
26599;9116;NULL;4
26600;8255;NULL;4
26601;16261;NULL;4
26602;6127;NULL;4
26603;14397;NULL;4
26604;12679;NULL;4
26605;6913;NULL;4
26606;12292;NULL;1
26607;2732;NULL;4
26608;16344;NULL;4
26609;3947;NULL;1
26610;10060;NULL;4
26611;12709;NULL;4
26612;6241;NULL;4
26613;8783;NULL;4
26614;4545;NULL;1
26615;6658;NULL;6
26616;13508;NULL;1
26617;14392;NULL;4
26618;2992;NULL;4
26619;16630;NULL;1
26620;10202;NULL;6
26621;12615;NULL;1
26622;8557;NULL;1
26623;2802;NULL;1
26624;12692;NULL;1
26625;19034;NULL;1
26626;4466;NULL;4
26627;5661;NULL;4
26628;4807;NULL;1
26629;7262;NULL;6
26630;7404;NULL;6
26631;15804;NULL;4
26632;11223;NULL;1
26633;3312;NULL;4
26634;4952;NULL;4
26635;11406;NULL;4
26636;4103;NULL;1
26637;17314;NULL;4
26638;19357;NULL;1
26639;7389;NULL;4
26640;5050;NULL;6
26641;10285;NULL;4
26642;9285;NULL;1
26643;17952;NULL;6
26644;10459;NULL;1
26645;20679;NULL;4
26646;6866;NULL;4
26647;19866;NULL;4
26648;9100;NULL;4
26649;12995;NULL;4
26650;15751;NULL;4
26651;2598;NULL;9
26652;10856;NULL;9
26653;10958;NULL;9
26654;18559;NULL;9
26655;2770;NULL;9
26656;10862;NULL;9
26657;13925;NULL;9
26658;5647;NULL;9
26659;16335;NULL;9
26660;5059;NULL;9
26661;12180;NULL;9
26662;14097;NULL;9
26663;13994;NULL;9
26664;20719;NULL;9
26665;18392;NULL;9
26666;7785;NULL;9
26667;15298;NULL;9
26668;3333;NULL;9
26669;18277;NULL;9
26670;16900;NULL;9
26671;10897;NULL;9
26672;12118;NULL;9
26673;6266;NULL;9
26674;12427;NULL;4
26675;10489;NULL;4
26676;12994;NULL;4
26677;18383;NULL;4
26678;7282;NULL;6
26679;6092;NULL;1
26680;7334;NULL;1
26681;18560;NULL;4
26682;13808;NULL;6
26683;8099;NULL;6
26684;2566;NULL;4
26685;16844;NULL;4
26686;6765;NULL;6
26687;11371;NULL;1
26688;17555;NULL;1
26689;10970;NULL;4
26690;7093;NULL;4
26691;16176;NULL;4
26692;11215;NULL;6
26693;4899;NULL;6
26694;5495;NULL;1
26695;7258;NULL;4
26696;13266;NULL;1
26697;15925;NULL;4
26698;8917;NULL;4
26699;19246;NULL;6
26700;2859;NULL;6
26701;10682;NULL;6
26702;19732;NULL;1
26703;3760;NULL;1
26704;19317;NULL;4
26705;5281;NULL;4
26706;10015;NULL;6
26707;2862;NULL;4
26708;2973;NULL;4
26709;10514;NULL;4
26710;10238;NULL;4
26711;7324;NULL;4
26712;12417;NULL;4
26713;9335;NULL;4
26714;7660;NULL;1
26715;8721;NULL;4
26716;11665;NULL;6
26717;1757;NULL;1
26718;13788;NULL;4
26719;13014;NULL;1
26720;14105;NULL;1
26721;14975;NULL;4
26722;10731;NULL;4
26723;14206;NULL;4
26724;9331;NULL;1
26725;11990;NULL;1
26726;8904;NULL;1
26727;17408;NULL;1
26728;15959;NULL;4
26729;14488;NULL;1
26730;19681;NULL;6
26731;17861;NULL;4
26732;15195;NULL;4
26733;18151;NULL;1
26734;20726;NULL;1
26735;11313;NULL;1
26736;12380;NULL;4
26737;10986;NULL;1
26738;2976;NULL;4
26739;20447;NULL;9
26740;20055;NULL;9
26741;16609;NULL;9
26742;15734;NULL;9
26743;20257;NULL;9
26744;17131;NULL;9
26745;17491;NULL;9
26746;10292;NULL;9
26747;16773;NULL;9
26748;17633;NULL;9
26749;12815;NULL;9
